"Col-0_ID"	"Accession"	"Accession_ID"
"AT1G07590"	"An-1_ID"	"ATAN-1G17350"
"AT1G19720"	"An-1_ID"	"ATAN-1G31030"
"AT2G31400"	"An-1_ID"	"ATAN-2G50030"
"AT5G02830"	"An-1_ID"	"ATAN-5G12030"
"AT5G48910"	"An-1_ID"	"ATAN-5G70460"
"AT5G13770"	"An-1_ID"	"ATAN-5G23410"
"AT5G42310"	"An-1_ID"	"ATAN-5G62700"
"AT1G56570"	"An-1_ID"	"ATAN-1G74480"
"AT1G62720"	"An-1_ID"	"ATAN-1G79940"
"AT4G34830"	"An-1_ID"	"ATAN-4G63310"
"AT5G04810"	"An-1_ID"	"ATAN-5G14240"
"AT2G41720"	"An-1_ID"	"ATAN-2G61780"
"AT1G60770"	"An-1_ID"	"ATAN-1G77450"
"AT5G27300"	"An-1_ID"	"ATAN-5G37750"
"AT3G60960"	"An-1_ID"	"ATAN-3G64510"
"AT5G10690"	"An-1_ID"	"ATAN-5G20460"
"AT4G16390"	"An-1_ID"	"ATAN-4G42100"
"AT1G12700"	"An-1_ID"	"ATAN-1G23230"
"AT2G18940"	"An-1_ID"	"ATAN-2G36160"
"AT1G62680"	"An-1_ID"	"ATAN-1G79900"
"AT5G46580"	"An-1_ID"	"ATAN-5G67820"
"AT5G21222"	"An-1_ID"	"ATAN-5G31690"
"AT3G04260"	"An-1_ID"	"ATAN-3G13730"
"AT3G16710"	"An-1_ID"	"ATAN-3G27950"
"AT3G22150"	"An-1_ID"	"ATAN-3G34220"
"AT3G29230"	"An-1_ID"	"ATAN-3G43170"
"AT1G02150"	"An-1_ID"	"ATAN-1G11250"
"AT1G79540"	"An-1_ID"	"ATAN-1G98230"
"AT3G59040"	"An-1_ID"	"ATAN-3G77550"
"AT3G06430"	"An-1_ID"	"ATAN-3G16350"
"AT4G14190"	"An-1_ID"	"ATAN-4G38830"
"AT1G30610"	"An-1_ID"	"ATAN-1G41950"
"AT1G61870"	"An-1_ID"	"ATAN-1G78950"
"AT3G16010"	"An-1_ID"	"ATAN-3G27170"
"AT3G53700"	"An-1_ID"	"ATAN-3G71850"
"AT5G50280"	"An-1_ID"	"ATAN-5G71970"
"AT5G25630"	"An-1_ID"	"ATAN-5G36050"
"AT2G41080"	"An-1_ID"	"ATAN-2G61020"
"AT1G47580"	"An-1_ID"	"ATAN-1G63970"
"AT2G30100"	"An-1_ID"	"ATAN-2G48490"
"AT4G21190"	"An-1_ID"	"ATAN-4G47420"
"AT5G60960"	"An-1_ID"	"ATAN-5G83870"
"AT4G14050"	"An-1_ID"	"ATAN-4G38600"
"AT4G02820"	"An-1_ID"	"ATAN-4G13740"
"AT2G36240"	"An-1_ID"	"ATAN-2G55600"
"AT2G35130"	"An-1_ID"	"ATAN-2G54280"
"AT1G59720"	"An-1_ID"	"ATAN-1G76330"
"AT1G09820"	"An-1_ID"	"ATAN-1G19950"
"AT4G26680"	"An-1_ID"	"ATAN-4G53810"
"AT5G13270"	"An-1_ID"	"ATAN-5G22880"
"AT2G15690"	"An-1_ID"	"ATAN-2G32230"
"AT4G30825"	"An-1_ID"	"ATAN-4G58640"
"AT3G22690"	"An-1_ID"	"ATAN-3G34840"
"AT3G48810"	"An-1_ID"	"ATAN-3G66440"
"AT4G31850"	"An-1_ID"	"ATAN-4G59810"
"AT5G66520"	"An-1_ID"	"ATAN-5G90020"
"AT2G15820"	"An-1_ID"	"ATAN-2G32440"
"AT2G01860"	"An-1_ID"	"ATAN-2G11400"
"AT1G01970"	"An-1_ID"	"ATAN-1G11040"
"AT1G55890"	"An-1_ID"	"ATAN-1G73480"
"AT1G08610"	"An-1_ID"	"ATAN-1G18570"
"AT3G49730"	"An-1_ID"	"ATAN-3G67550"
"AT2G32230"	"An-1_ID"	"ATAN-2G50960"
"AT1G74850"	"An-1_ID"	"ATAN-1G93140"
"AT3G49142"	"An-1_ID"	"ATAN-3G66820"
"AT1G50270"	"An-1_ID"	"ATAN-1G67050"
"AT2G20710"	"An-1_ID"	"ATAN-2G38140"
"AT4G39620"	"An-1_ID"	"ATAN-4G68500"
"AT2G37230"	"An-1_ID"	"ATAN-2G56730"
"AT4G20090"	"An-1_ID"	"ATAN-4G46380"
"AT4G21900"	"An-1_ID"	"ATAN-4G48230"
"AT3G26630"	"An-1_ID"	"ATAN-3G39530"
"AT3G15590"	"An-1_ID"	"ATAN-3G26710"
"AT2G18520"	"An-1_ID"	"ATAN-2G35700"
"AT5G01110"	"An-1_ID"	"ATAN-5G10140"
"AT4G18975"	"An-1_ID"	"ATAN-4G45190"
"AT5G61800"	"An-1_ID"	"ATAN-5G84800"
"AT1G66345"	"An-1_ID"	"ATAN-1G83940"
"AT1G74750"	"An-1_ID"	"ATAN-1G93050"
"AT3G04760"	"An-1_ID"	"ATAN-3G14310"
"AT3G29290"	"An-1_ID"	"ATAN-3G43320"
"AT1G26460"	"An-1_ID"	"ATAN-1G37300"
"AT5G09450"	"An-1_ID"	"ATAN-5G19080"
"AT1G31920"	"An-1_ID"	"ATAN-1G43440"
"AT1G22960"	"An-1_ID"	"ATAN-1G34570"
"AT5G67570"	"An-1_ID"	"ATAN-5G91250"
"AT3G46610"	"An-1_ID"	"ATAN-3G63810"
"AT3G02490"	"An-1_ID"	"ATAN-3G11710"
"AT2G30780"	"An-1_ID"	"ATAN-2G49260"
"AT4G22760"	"An-1_ID"	"ATAN-4G49300"
"AT5G41170"	"An-1_ID"	"ATAN-5G61360"
"AT5G59900"	"An-1_ID"	"ATAN-5G82730"
"AT3G53170"	"An-1_ID"	"ATAN-3G71280"
"AT5G57250"	"An-1_ID"	"ATAN-5G79810"
"AT2G37310"	"An-1_ID"	"ATAN-2G56810"
"AT2G40240"	"An-1_ID"	"ATAN-2G60030"
"AT4G19440"	"An-1_ID"	"ATAN-4G45630"
"AT1G11710"	"An-1_ID"	"ATAN-1G22110"
"AT2G19280"	"An-1_ID"	"ATAN-2G36550"
"AT1G69350"	"An-1_ID"	"ATAN-1G87280"
"AT5G48730"	"An-1_ID"	"ATAN-5G70280"
"AT1G16480"	"An-1_ID"	"ATAN-1G27430"
"AT5G14770"	"An-1_ID"	"ATAN-5G24540"
"AT3G02650"	"An-1_ID"	"ATAN-3G11900"
"AT1G13410"	"An-1_ID"	"ATAN-1G23990"
"AT5G65570"	"An-1_ID"	"ATAN-5G88920"
"AT4G17616"	"An-1_ID"	"ATAN-4G43620"
"AT2G13600"	"An-1_ID"	"ATAN-2G28240"
"AT1G73710"	"An-1_ID"	"ATAN-1G91850"
"AT1G71210"	"An-1_ID"	"ATAN-1G89340"
"AT2G17033"	"An-1_ID"	"ATAN-2G33950"
"AT2G26790"	"An-1_ID"	"ATAN-2G44950"
"AT5G55840"	"An-1_ID"	"ATAN-5G78170"
"AT3G09650"	"An-1_ID"	"ATAN-3G19500"
"AT5G55740"	"An-1_ID"	"ATAN-5G78050"
"AT3G06920"	"An-1_ID"	"ATAN-3G17020"
"AT1G80270"	"An-1_ID"	"ATAN-1G98990"
"AT1G10270"	"An-1_ID"	"ATAN-1G20400"
"AT3G14730"	"An-1_ID"	"ATAN-3G25650"
"AT1G74900"	"An-1_ID"	"ATAN-1G93200"
"AT1G10910"	"An-1_ID"	"ATAN-1G21190"
"AT4G01030"	"An-1_ID"	"ATAN-4G11510"
"AT3G13160"	"An-1_ID"	"ATAN-3G23570"
"AT1G06150"	"An-1_ID"	"ATAN-1G15820"
"AT5G39350"	"An-1_ID"	"ATAN-5G59140"
"AT3G46870"	"An-1_ID"	"ATAN-3G64180"
"AT5G43790"	"An-1_ID"	"ATAN-5G64520"
"AT3G56030"	"An-1_ID"	"ATAN-3G74390"
"AT4G13650"	"An-1_ID"	"ATAN-4G38080"
"AT2G29760"	"An-1_ID"	"ATAN-2G48160"
"AT4G28010"	"An-1_ID"	"ATAN-4G55510"
"AT3G03580"	"An-1_ID"	"ATAN-3G12920"
"AT5G18390"	"An-1_ID"	"ATAN-5G28590"
"AT3G14580"	"An-1_ID"	"ATAN-3G25500"
"AT2G35030"	"An-1_ID"	"ATAN-2G54160"
"AT1G71490"	"An-1_ID"	"ATAN-1G89620"
"AT1G06710"	"An-1_ID"	"ATAN-1G16390"
"AT5G15340"	"An-1_ID"	"ATAN-5G25240"
"AT1G33350"	"An-1_ID"	"ATAN-1G45060"
"AT5G14820"	"An-1_ID"	"ATAN-3G81440"
"AT3G51320"	"An-1_ID"	"ATAN-3G69280"
"AT5G39980"	"An-1_ID"	"ATAN-5G59910"
"AT3G23330"	"An-1_ID"	"ATAN-3G35640"
"AT3G22470"	"An-1_ID"	"ATAN-3G34620"
"AT1G18900"	"An-1_ID"	"ATAN-1G30120"
"AT4G18520"	"An-1_ID"	"ATAN-4G44680"
"AT1G64580"	"An-1_ID"	"ATAN-1G82020"
"AT5G13230"	"An-1_ID"	"ATAN-5G22840"
"AT1G05600"	"An-1_ID"	"ATAN-1G15160"
"AT5G50990"	"An-1_ID"	"ATAN-5G72660"
"AT1G11630"	"An-1_ID"	"ATAN-1G22010"
"AT3G46790"	"An-1_ID"	"ATAN-3G64060"
"AT2G32630"	"An-1_ID"	"ATAN-2G51380"
"AT2G20720"	"An-1_ID"	"ATAN-2G38150"
"AT5G09320"	"An-1_ID"	"ATAN-5G18940"
"AT1G52620"	"An-1_ID"	"ATAN-1G69780"
"AT4G37380"	"An-1_ID"	"ATAN-4G66060"
"AT5G15010"	"An-1_ID"	"ATAN-5G24840"
"AT5G40400"	"An-1_ID"	"ATAN-5G60410"
"AT5G08510"	"An-1_ID"	"ATAN-5G18480"
"AT1G02060"	"An-1_ID"	"ATAN-1G11130"
"AT3G04130"	"An-1_ID"	"ATAN-3G13580"
"AT5G19020"	"An-1_ID"	"ATAN-5G29330"
"AT1G68930"	"An-1_ID"	"ATAN-1G86820"
"AT5G14080"	"An-1_ID"	"ATAN-5G23750"
"AT3G26782"	"An-1_ID"	"ATAN-3G39710"
"AT3G23020"	"An-1_ID"	"ATAN-3G35240"
"AT3G18020"	"An-1_ID"	"ATAN-3G29460"
"AT2G28050"	"An-1_ID"	"ATAN-2G46280"
"AT2G02980"	"An-1_ID"	"ATAN-2G12620"
"AT1G74600"	"An-1_ID"	"ATAN-1G92890"
"AT1G69290"	"An-1_ID"	"ATAN-1G87200"
"AT5G28460"	"An-1_ID"	"ATAN-4G32010"
"AT5G28370"	"An-1_ID"	"ATAN-4G32010"
"AT3G61520"	"An-1_ID"	"ATAN-3G80140"
"AT3G14330"	"An-1_ID"	"ATAN-3G25170"
"AT2G27800"	"An-1_ID"	"ATAN-2G46050"
"AT2G22410"	"An-1_ID"	"ATAN-2G40110"
"AT1G28020"	"An-1_ID"	"ATAN-1G38970"
"AT1G68980"	"An-1_ID"	"ATAN-1G86900"
"AT1G15510"	"An-1_ID"	"ATAN-1G26420"
"AT1G11900"	"An-1_ID"	"ATAN-1G22350"
"AT3G42630"	"An-1_ID"	"ATAN-3G56210"
"AT4G32430"	"An-1_ID"	"ATAN-4G60570"
"AT3G11460"	"An-1_ID"	"ATAN-3G21680"
"AT3G50420"	"An-1_ID"	"ATAN-3G68280"
"AT3G49240"	"An-1_ID"	"ATAN-3G66970"
"AT1G62350"	"An-1_ID"	"ATAN-1G79500"
"AT1G64430"	"An-1_ID"	"ATAN-1G81870"
"AT3G24000"	"An-1_ID"	"ATAN-3G36430"
"AT2G17670"	"An-1_ID"	"ATAN-2G34700"
"AT1G28000"	"An-1_ID"	"ATAN-1G38940"
"AT5G66500"	"An-1_ID"	"ATAN-5G90000"
"AT5G16420"	"An-1_ID"	"ATAN-5G26430"
"AT5G39710"	"An-1_ID"	"ATAN-5G59570"
"AT2G06000"	"An-1_ID"	"ATAN-2G16650"
"AT1G16830"	"An-1_ID"	"ATAN-1G27790"
"AT5G65560"	"An-1_ID"	"ATAN-5G88910"
"AT1G15480"	"An-1_ID"	"ATAN-1G26390"
"AT3G18110"	"An-1_ID"	"ATAN-3G29560"
"AT3G63370"	"An-1_ID"	"ATAN-3G82380"
"AT4G32450"	"An-1_ID"	"ATAN-4G60590"
"AT4G35850"	"An-1_ID"	"ATAN-4G64450"
"AT1G05750"	"An-1_ID"	"ATAN-1G15330"
"AT4G38150"	"An-1_ID"	"ATAN-4G66910"
"AT4G01570"	"An-1_ID"	"ATAN-4G12170"
"AT1G76280"	"An-1_ID"	"ATAN-1G94660"
"AT1G26500"	"An-1_ID"	"ATAN-1G37340"
"AT1G08070"	"An-1_ID"	"ATAN-1G17970"
"AT3G12770"	"An-1_ID"	"ATAN-3G23110"
"AT4G04790"	"An-1_ID"	"ATAN-4G16200"
"AT3G09060"	"An-1_ID"	"ATAN-3G18880"
"AT4G25270"	"An-1_ID"	"ATAN-4G52130"
"AT1G17630"	"An-1_ID"	"ATAN-1G28750"
"AT5G37570"	"An-1_ID"	"ATAN-5G56650"
"AT3G15200"	"An-1_ID"	"ATAN-3G26180"
"AT3G09040"	"An-1_ID"	"ATAN-3G18850"
"AT2G16650"	"An-1_ID"	"ATAN-2G33490"
"AT5G27460"	"An-1_ID"	"ATAN-5G37910"
"AT4G16835"	"An-1_ID"	"ATAN-4G42780"
"AT3G48250"	"An-1_ID"	"ATAN-3G65790"
"AT2G01740"	"An-1_ID"	"ATAN-2G11240"
"AT1G77360"	"An-1_ID"	"ATAN-1G95880"
"AT2G22070"	"An-1_ID"	"ATAN-2G39750"
"AT1G79490"	"An-1_ID"	"ATAN-1G98160"
"AT4G21880"	"An-1_ID"	"ATAN-4G48200"
"AT2G45350"	"An-1_ID"	"ATAN-2G65760"
"AT4G18750"	"An-1_ID"	"ATAN-4G44930"
"AT3G05340"	"An-1_ID"	"ATAN-3G15000"
"AT4G21170"	"An-1_ID"	"ATAN-4G47400"
"AT2G36730"	"An-1_ID"	"ATAN-2G56160"
"AT2G33680"	"An-1_ID"	"ATAN-2G52530"
"AT4G16470"	"An-1_ID"	"ATAN-4G42220"
"AT3G26540"	"An-1_ID"	"ATAN-3G39370"
"AT3G01580"	"An-1_ID"	"ATAN-3G10740"
"AT1G20300"	"An-1_ID"	"ATAN-1G31620"
"AT1G09900"	"An-1_ID"	"ATAN-1G20030"
"AT3G62540"	"An-1_ID"	"ATAN-3G81440"
"AT3G62470"	"An-1_ID"	"ATAN-3G81260"
"AT2G16880"	"An-1_ID"	"ATAN-2G33760"
"AT5G02860"	"An-1_ID"	"ATAN-5G12060"
"AT4G02750"	"An-1_ID"	"ATAN-4G13670"
"AT5G27110"	"An-1_ID"	"ATAN-5G37610"
"AT3G60050"	"An-1_ID"	"ATAN-3G78640"
"AT5G64320"	"An-1_ID"	"ATAN-5G87470"
"AT5G24830"	"An-1_ID"	"ATAN-5G35070"
"AT5G08305"	"An-1_ID"	"ATAN-5G18220"
"AT5G04780"	"An-1_ID"	"ATAN-5G14210"
"AT1G04840"	"An-1_ID"	"ATAN-1G14310"
"AT1G19520"	"An-1_ID"	"ATAN-1G30830"
"AT4G19890"	"An-1_ID"	"ATAN-4G46130"
"AT5G27270"	"An-1_ID"	"ATAN-5G37720"
"AT4G26800"	"An-1_ID"	"ATAN-4G53940"
"AT5G61370"	"An-1_ID"	"ATAN-5G84310"
"AT5G18475"	"An-1_ID"	"ATAN-5G28710"
"AT3G18970"	"An-1_ID"	"ATAN-3G30580"
"AT3G04750"	"An-1_ID"	"ATAN-3G14300"
"AT2G38420"	"An-1_ID"	"ATAN-2G58010"
"AT1G77405"	"An-1_ID"	"ATAN-1G95930"
"AT1G77010"	"An-1_ID"	"ATAN-1G95500"
"AT2G04860"	"An-1_ID"	"ATAN-2G15090"
"AT5G61990"	"An-1_ID"	"ATAN-5G84980"
"AT4G33170"	"An-1_ID"	"ATAN-4G61390"
"AT1G20230"	"An-1_ID"	"ATAN-1G31570"
"AT2G34400"	"An-1_ID"	"ATAN-2G53490"
"AT3G16610"	"An-1_ID"	"ATAN-3G27850"
"AT3G07290"	"An-1_ID"	"ATAN-3G17440"
"AT3G17370"	"An-1_ID"	"ATAN-3G28720"
"AT5G28380"	"An-1_ID"	"ATAN-3G64510"
"AT5G08310"	"An-1_ID"	"ATAN-5G18230"
"AT1G02370"	"An-1_ID"	"ATAN-1G11490"
"AT1G30290"	"An-1_ID"	"ATAN-1G41590"
"AT1G79080"	"An-1_ID"	"ATAN-1G97740"
"AT1G11290"	"An-1_ID"	"ATAN-1G21580"
"AT4G21705"	"An-1_ID"	"ATAN-4G48010"
"AT5G15980"	"An-1_ID"	"ATAN-5G25970"
"AT1G56690"	"An-1_ID"	"ATAN-1G74600"
"AT5G62370"	"An-1_ID"	"ATAN-5G85390"
"AT4G33990"	"An-1_ID"	"ATAN-4G62320"
"AT3G61360"	"An-1_ID"	"ATAN-3G79970"
"AT3G02330"	"An-1_ID"	"ATAN-3G11540"
"AT1G13630"	"An-1_ID"	"ATAN-1G24260"
"AT5G15280"	"An-1_ID"	"ATAN-5G25180"
"AT1G19290"	"An-1_ID"	"ATAN-1G30520"
"AT5G14350"	"An-1_ID"	"ATAN-5G24060"
"AT3G25210"	"An-1_ID"	"ATAN-3G37700"
"AT1G31790"	"An-1_ID"	"ATAN-1G43250"
"AT5G44230"	"An-1_ID"	"ATAN-5G65030"
"AT2G17525"	"An-1_ID"	"ATAN-2G34530"
"AT2G17140"	"An-1_ID"	"ATAN-2G34090"
"AT1G29710"	"An-1_ID"	"ATAN-1G40950"
"AT2G15980"	"An-1_ID"	"ATAN-2G32640"
"AT1G18485"	"An-1_ID"	"ATAN-1G29620"
"AT1G71060"	"An-1_ID"	"ATAN-1G89190"
"AT1G55630"	"An-1_ID"	"ATAN-1G73170"
"AT1G64310"	"An-1_ID"	"ATAN-1G81680"
"AT3G49170"	"An-1_ID"	"ATAN-3G66900"
"AT5G47360"	"An-1_ID"	"ATAN-5G68740"
"AT5G46100"	"An-1_ID"	"ATAN-5G67300"
"AT5G12100"	"An-1_ID"	"ATAN-5G22060"
"AT3G49740"	"An-1_ID"	"ATAN-3G67560"
"AT3G47530"	"An-1_ID"	"ATAN-3G64980"
"AT1G51965"	"An-1_ID"	"ATAN-1G68950"
"AT1G09410"	"An-1_ID"	"ATAN-1G19420"
"AT1G13800"	"An-1_ID"	"ATAN-1G24460"
"AT1G80550"	"An-1_ID"	"ATAN-1G99280"
"AT3G20730"	"An-1_ID"	"ATAN-3G32510"
"AT3G13150"	"An-1_ID"	"ATAN-3G23560"
"AT4G01400"	"An-1_ID"	"ATAN-4G11930"
"AT3G62890"	"An-1_ID"	"ATAN-3G81830"
"AT1G05670"	"An-1_ID"	"ATAN-1G15240"
"AT1G80150"	"An-1_ID"	"ATAN-1G98860"
"AT1G07740"	"An-1_ID"	"ATAN-1G17550"
"AT5G38730"	"An-1_ID"	"ATAN-5G58320"
"AT4G01990"	"An-1_ID"	"ATAN-4G12740"
"AT3G60040"	"An-1_ID"	"ATAN-3G78630"
"AT3G58590"	"An-1_ID"	"ATAN-3G77090"
"AT1G25360"	"An-1_ID"	"ATAN-1G36620"
"AT1G06140"	"An-1_ID"	"ATAN-1G15800"
"AT3G54980"	"An-1_ID"	"ATAN-3G73180"
"AT5G47460"	"An-1_ID"	"ATAN-5G68870"
"AT4G18840"	"An-1_ID"	"ATAN-4G45040"
"AT3G56550"	"An-1_ID"	"ATAN-3G74920"
"AT3G49710"	"An-1_ID"	"ATAN-3G67520"
"AT3G15130"	"An-1_ID"	"ATAN-3G26110"
"AT2G42920"	"An-1_ID"	"ATAN-2G63100"
"AT2G03380"	"An-1_ID"	"ATAN-2G13060"
"AT2G02150"	"An-1_ID"	"ATAN-2G11790"
"AT1G71420"	"An-1_ID"	"ATAN-1G89550"
"AT1G32415"	"An-1_ID"	"ATAN-1G44160"
"AT1G26900"	"An-1_ID"	"ATAN-1G37820"
"AT1G22830"	"An-1_ID"	"ATAN-1G34420"
"AT5G46680"	"An-1_ID"	"ATAN-5G67960"
"AT4G21065"	"An-1_ID"	"ATAN-4G47280"
"AT4G20740"	"An-1_ID"	"ATAN-4G46930"
"AT4G14850"	"An-1_ID"	"ATAN-4G39960"
"AT2G03880"	"An-1_ID"	"ATAN-2G13620"
"AT1G80880"	"An-1_ID"	"ATAN-1G99620"
"AT5G06400"	"An-1_ID"	"ATAN-5G16040"
"AT3G28660"	"An-1_ID"	"ATAN-3G42080"
"AT2G40720"	"An-1_ID"	"ATAN-2G60560"
"AT2G01510"	"An-1_ID"	"ATAN-2G10950"
"AT1G52640"	"An-1_ID"	"ATAN-1G69800"
"AT4G11690"	"An-1_ID"	"ATAN-4G35610"
"AT5G66631"	"An-1_ID"	"ATAN-5G90190"
"AT5G65820"	"An-1_ID"	"ATAN-5G89230"
"AT5G61400"	"An-1_ID"	"ATAN-5G84340"
"AT5G59600"	"An-1_ID"	"ATAN-5G82410"
"AT5G59200"	"An-1_ID"	"ATAN-5G81970"
"AT5G56310"	"An-1_ID"	"ATAN-5G78670"
"AT5G52850"	"An-1_ID"	"ATAN-5G74770"
"AT5G52630"	"An-1_ID"	"ATAN-5G74530"
"AT5G50390"	"An-1_ID"	"ATAN-5G72140"
"AT5G46460"	"An-1_ID"	"ATAN-5G67730"
"AT5G43820"	"An-1_ID"	"ATAN-5G64540"
"AT5G42450"	"An-1_ID"	"ATAN-5G62860"
"AT5G40410"	"An-1_ID"	"ATAN-5G60440"
"AT5G40405"	"An-1_ID"	"ATAN-5G60430"
"AT5G39680"	"An-1_ID"	"ATAN-5G59540"
"AT5G18950"	"An-1_ID"	"ATAN-5G29250"
"AT5G16860"	"An-1_ID"	"ATAN-5G26890"
"AT5G15300"	"An-1_ID"	"ATAN-5G25200"
"AT5G11310"	"An-1_ID"	"ATAN-5G21140"
"AT5G09950"	"An-1_ID"	"ATAN-5G19640"
"AT5G08490"	"An-1_ID"	"ATAN-5G18450"
"AT5G06540"	"An-1_ID"	"ATAN-5G16190"
"AT5G03800"	"An-1_ID"	"ATAN-5G13160"
"AT4G39952"	"An-1_ID"	"ATAN-4G68910"
"AT4G39530"	"An-1_ID"	"ATAN-4G68400"
"AT4G38010"	"An-1_ID"	"ATAN-4G66750"
"AT4G37170"	"An-1_ID"	"ATAN-4G65830"
"AT4G36680"	"An-1_ID"	"ATAN-4G65300"
"AT4G35130"	"An-1_ID"	"ATAN-4G63630"
"AT4G31070"	"An-1_ID"	"ATAN-4G58950"
"AT4G30700"	"An-1_ID"	"ATAN-4G58510"
"AT4G21300"	"An-1_ID"	"ATAN-4G47550"
"AT4G20770"	"An-1_ID"	"ATAN-4G46950"
"AT4G19220"	"An-1_ID"	"ATAN-4G45520"
"AT4G19191"	"An-1_ID"	"ATAN-4G45490"
"AT4G15720"	"An-1_ID"	"ATAN-4G41110"
"AT4G14820"	"An-1_ID"	"ATAN-4G39930"
"AT4G14170"	"An-1_ID"	"ATAN-4G38810"
"AT4G08210"	"An-1_ID"	"ATAN-4G30620"
"AT4G04370"	"An-1_ID"	"ATAN-4G17250"
"AT3G61170"	"An-1_ID"	"ATAN-3G79760"
"AT3G57430"	"An-1_ID"	"ATAN-3G75850"
"AT3G53360"	"An-1_ID"	"ATAN-3G71510"
"AT3G47840"	"An-1_ID"	"ATAN-3G65310"
"AT3G28640"	"An-1_ID"	"ATAN-3G42060"
"AT3G25970"	"An-1_ID"	"ATAN-3G38610"
"AT3G25060"	"An-1_ID"	"ATAN-3G37530"
"AT3G22670"	"An-1_ID"	"ATAN-3G34820"
"AT3G21470"	"An-1_ID"	"ATAN-3G33430"
"AT3G18840"	"An-1_ID"	"ATAN-3G30420"
"AT3G16890"	"An-1_ID"	"ATAN-3G28150"
"AT3G15930"	"An-1_ID"	"ATAN-3G27090"
"AT3G13880"	"An-1_ID"	"ATAN-3G24600"
"AT3G13770"	"An-1_ID"	"ATAN-3G24430"
"AT3G11380"	"An-1_ID"	"ATAN-3G21550"
"AT3G08820"	"An-1_ID"	"ATAN-3G18600"
"AT3G05240"	"An-1_ID"	"ATAN-3G14880"
"AT3G02010"	"An-1_ID"	"ATAN-3G11170"
"AT2G48000"	"An-1_ID"	"ATAN-2G68700"
"AT2G46050"	"An-1_ID"	"ATAN-2G66540"
"AT2G44880"	"An-1_ID"	"ATAN-2G65300"
"AT2G39620"	"An-1_ID"	"ATAN-2G59280"
"AT2G39230"	"An-1_ID"	"ATAN-2G58830"
"AT2G37320"	"An-1_ID"	"ATAN-2G56820"
"AT2G36980"	"An-1_ID"	"ATAN-2G56440"
"AT2G34370"	"An-1_ID"	"ATAN-2G53450"
"AT2G33760"	"An-1_ID"	"ATAN-2G52640"
"AT2G27610"	"An-1_ID"	"ATAN-2G45860"
"AT2G25580"	"An-1_ID"	"ATAN-2G43680"
"AT2G21090"	"An-1_ID"	"ATAN-2G38610"
"AT2G20540"	"An-1_ID"	"ATAN-2G37890"
"AT2G17210"	"An-1_ID"	"ATAN-2G34160"
"AT2G15630"	"An-1_ID"	"ATAN-2G32170"
"AT2G01390"	"An-1_ID"	"ATAN-2G10810"
"AT2G01360"	"An-1_ID"	"ATAN-2G10780"
"AT1G77340"	"An-1_ID"	"ATAN-1G95860"
"AT1G77170"	"An-1_ID"	"ATAN-1G95690"
"AT1G77150"	"An-1_ID"	"ATAN-1G95670"
"AT1G74630"	"An-1_ID"	"ATAN-1G92920"
"AT1G74580"	"An-1_ID"	"ATAN-1G92870"
"AT1G74400"	"An-1_ID"	"ATAN-1G92650"
"AT1G73400"	"An-1_ID"	"ATAN-1G91510"
"AT1G71460"	"An-1_ID"	"ATAN-1G89590"
"AT1G62260"	"An-1_ID"	"ATAN-1G79380"
"AT1G53600"	"An-1_ID"	"ATAN-1G70910"
"AT1G53330"	"An-1_ID"	"ATAN-1G70610"
"AT1G43980"	"An-1_ID"	"ATAN-1G61970"
"AT1G43010"	"An-1_ID"	"ATAN-1G60430"
"AT1G34160"	"An-1_ID"	"ATAN-1G46280"
"AT1G31840"	"An-1_ID"	"ATAN-1G43350"
"AT1G31430"	"An-1_ID"	"ATAN-1G42940"
"AT1G28690"	"An-1_ID"	"ATAN-1G39750"
"AT1G14470"	"An-1_ID"	"ATAN-1G25210"
"AT1G13040"	"An-1_ID"	"ATAN-1G23610"
"AT1G10330"	"An-1_ID"	"ATAN-1G20460"
"AT1G09680"	"An-1_ID"	"ATAN-1G19760"
"AT1G09220"	"An-1_ID"	"ATAN-1G19220"
"AT1G09190"	"An-1_ID"	"ATAN-1G19180"
"AT1G06270"	"An-1_ID"	"ATAN-1G15960"
"AT1G03560"	"An-1_ID"	"ATAN-1G12870"
"AT1G03540"	"An-1_ID"	"ATAN-1G12850"
"AT1G03510"	"An-1_ID"	"ATAN-1G12810"
"AT1G03100"	"An-1_ID"	"ATAN-1G12300"
"AT1G02420"	"An-1_ID"	"ATAN-1G11550"
"AT3G11350"	"An-1_ID"	"ATAN-3G21530"
"AT5G03560"	"An-1_ID"	"ATAN-5G12890"
"AT3G60980"	"An-1_ID"	"ATAN-3G64550"
"AT1G63080"	"Ct-1_ID"	"ATCT-1G63080"
"AT1G63130"	"Ct-1_ID"	"ATCT-1G63130"
"AT1G63400"	"Ct-1_ID"	"ATCT-1G63400"
"AT1G62910"	"Ct-1_ID"	"ATCT-1G62910"
"AT1G62914"	"Ct-1_ID"	"ATCT-1G62914"
"AT1G62930"	"Ct-1_ID"	"ATCT-1G62930"
"AT1G63150"	"Ct-1_ID"	"ATCT-1G63150"
"AT1G63070"	"Ct-1_ID"	"ATCT-1G63070"
"AT1G62590"	"Ct-1_ID"	"ATCT-1G62590"
"AT1G63330"	"Ct-1_ID"	"ATCT-1G63330"
"AT1G62670"	"Ct-1_ID"	"ATCT-1G62670"
"AT1G63630"	"Ct-1_ID"	"ATCT-1G63630"
"AT1G12775"	"Ct-1_ID"	"ATCT-1G12775"
