ID	Pi	Tajima.D	theta_Watterson	Distance
AT1G18870	0.00468254	0.001346963	0.012460267	0.004366489
AT1G18871	0.001904762	-0.020124612	0.008163265	0.001383604
AT1G18880	0.000244898	0.006670067	0.007713499	0.000212585
AT1G18890	0.001227679	0.014553334	0.010284665	0.001182845
AT1G18900	0.007371968	0.020554201	0.012033058	0.006762969
AT1G18910	0.001295238	0.017189644	0.008570554	0.001134846
AT1G18940	0.010898618	0.026915137	0.013284359	0.00966556
AT1G18950	0.001619048	-0.011691623	0.010284665	0.00141478
AT1G18960	0.007936508	-0.013979147	0.014784206	0.006764069
AT1G18970	0.006978022	0.023261044	0.013884298	0.005986048
AT1G18975	0.028461538	-0.032018952	0.0634221	0.083012821
AT1G18980	0.033626374	-0.031295531	0.05102776	0.029977376
AT1G18990	0.0039701	-0.023117225	0.024683196	0.004742063
AT1G19000	0.000294118	-0.021096382	0.007713499	0.000254953
AT1G19010	0.001879699	0.012313446	0.010284665	0.001627604
AT1G19020	0	NA	NA	0
AT1G19025	0.001926407	-0.005053545	0.007713499	0.001685606
AT1G19040	0.000787879	-0.00082453	0.008759124	0.001546514
AT1G19050	0.007261905	-0.019179964	0.015426997	0.006491546
AT1G19060	0.005588235	0.001247374	0.012534435	0.006368268
AT1G19070	0.002285714	-0.020124612	0.008163265	0.001943635
AT1G19080	0.001818182	-0.022798203	0.010284665	0.0015681
AT1G19086	0.005952381	-0.007330827	0.010284665	0.005661232
AT1G19100	0.001135531	0.008891383	0.007713499	0.000972641
AT1G19110	0.000936508	-0.013163111	0.007713499	0.000814018
AT1G19115	0.012785714	0.011881739	0.033425161	0.019986979
AT1G19120	0	NA	NA	0
AT1G19130	0.000454545	-0.021096382	0.007713499	0.000377807
AT1G19140	0.000555556	-0.021096382	0.007713499	0.000467415
AT1G19150	0.001071429	0.008284267	0.015426997	0.003264925
AT1G19160	0.002380952	0.003122013	0.011570248	0.002077398
AT1G19170	0.001928571	0.002057777	0.008999082	0.001664201
AT1G19180	0.003	-0.022555086	0.009917355	0.002583661
AT1G19190	0.001240602	-0.01415477	0.007713499	0.001077586
AT1G19200	0.002397959	-0.016468641	0.007713499	0.00226659
AT1G19210	0.003181818	-0.002936233	0.009641873	0.002744176
AT1G19220	0.000923077	-0.001659868	0.007713499	0.000807196
AT1G19230	0.001704261	0.002967874	0.007713499	0.001558489
AT1G19240	0.005595238	0.005281745	0.007713499	0.004662698
AT1G19250	0.000276498	0.006670067	0.007713499	0.000608129
AT1G19260	0.00242236	-0.016251149	0.011019284	0.006546135
AT1G19270	0.000921659	-0.015543092	0.007713499	0.000781739
AT1G19290	0.00061039	-0.016468641	0.007713499	0.000564904
AT1G19300	0.000408163	0.006670067	0.007713499	0.000355114
AT1G19310	0.000384615	-0.021096382	0.007713499	0.000321219
AT1G19320	0.005663265	-0.001015428	0.009641873	0.004662298
AT1G19330	0.000357143	-0.021096382	0.007713499	0.000294019
AT1G19340	0.00235119	-0.011280414	0.017355372	0.001982932
AT1G19350	0.000986395	-0.006287609	0.007713499	0.000899058
AT1G19360	0.001485714	0.012223357	0.007713499	0.001262626
AT1G19370	0.001587302	0.00875018	0.010798898	0.001375138
AT1G19380	0.003839286	-0.002047349	0.010284665	0.003026464
AT1G19390	0.002887538	-0.012799143	0.011313131	0.00273289
AT1G19394	0.027678571	0.00910518	0.033425161	0.062127976
AT1G19396	0.003571429	0.023329937	0.007713499	0.004841549
AT1G19397	0	NA	NA	0
AT1G19400	0.007619048	-0.020626361	0.01671258	0.00660066
AT1G19410	0.010102041	-0.007702123	0.022038567	0.015784439
AT1G19430	0.002574751	-0.005879563	0.012855831	0.002227011
AT1G19440	0.002258065	-0.024041595	0.013498623	0.001974533
AT1G19450	0.000517241	-0.021096382	0.007713499	0.000447342
AT1G19460	0.008285714	0.000657714	0.018231906	0.007261619
AT1G19470	0.015057143	-0.027799935	0.046280992	0.028008509
AT1G19480	0.004512987	-0.01746445	0.011920862	0.004354056
AT1G19485	0.002184066	-0.02115643	0.011313131	0.002032209
AT1G19490	0.008596939	-0.01713264	0.016584022	0.007453114
AT1G19500	0.006607143	0.012358491	0.011570248	0.00475823
AT1G19510	0.0015	-0.023649113	0.011570248	0.002887789
AT1G19520	0.000930233	-0.021096382	0.007713499	0.000803489
AT1G19530	0.000714286	-0.021096382	0.007713499	0.000617938
AT1G19540	0.000277778	-0.021096382	0.007713499	0.000602617
AT1G19550	0.019357143	-0.019626659	0.033746556	0.020455918
AT1G19565	0.051619048	-0.029250493	0.084513806	0.118797978
AT1G19570	0.000833333	-0.021096382	0.007713499	0.001022196
AT1G19580	0.0009375	-0.021096382	0.007713499	0.000792572
AT1G19600	0.000952381	-0.021096382	0.007713499	0.00102411
AT1G19610	0	NA	NA	0
AT1G19620	0.005779221	-0.021913818	0.016829452	0.0064831
AT1G19630	0.009821429	0.026927942	0.01014934	0.008888015
AT1G19640	0.004906832	0.022010509	0.012121212	0.004647436
AT1G19650	0.001023166	0.002617057	0.009641873	0.002221074
AT1G19660	0.006535714	-0.021705769	0.038567493	0.005877441
AT1G19670	0.001052632	-0.021096382	0.007713499	0.000897436
AT1G19680	0.000576923	-0.021096382	0.007713499	0.000491573
AT1G19690	0.001645963	-0.001104539	0.007713499	0.001563975
AT1G19700	0.01015625	0.030907816	0.014912764	0.00879329
AT1G19710	0.000357143	-0.026201845	0.015426997	0.000303819
AT1G19715	0.001190476	-0.002125631	0.009256198	0.001048658
AT1G19720	0.000404313	-0.004436513	0.007713499	0.000349162
AT1G19730	0.001428571	-0.021096382	0.007713499	0.001215278
AT1G19740	0.001160714	-0.011840899	0.007713499	0.000970729
AT1G19750	0.028439153	0.036015014	0.022805126	0.024829084
AT1G19770	0.001335404	-0.012211118	0.007713499	0.001136844
AT1G19780	0.000460317	-0.006287609	0.007713499	0.00041438
AT1G19790	0.001857143	-0.00771615	0.009641873	0.002528902
AT1G19800	0.001462585	-0.002047349	0.010284665	0.001276116
AT1G19830	0.00122449	0.006670067	0.007713499	0.001059322
AT1G19835	0.004346247	0.000808593	0.012991156	0.003804256
AT1G19840	0.008730159	0.000437678	0.015426997	0.007440476
AT1G19850	0.000542328	-0.00304819	0.007713499	0.000472961
AT1G19860	0.006228571	-0.005428194	0.036639118	0.005525142
AT1G19870	0.001190476	-0.00619752	0.010284665	0.002030922
AT1G19880	0.0003125	-0.021096382	0.007713499	0.000270563
AT1G19890	0.001696429	-0.007213157	0.007713499	0.001434179
AT1G19900	0.00046875	-0.023649113	0.011570248	0.000398452
AT1G19910	0.001507937	-0.007213157	0.007713499	0.001192269
AT1G19920	0.000357143	-0.021096382	0.007713499	0.000342332
AT1G19930	0.001357143	-0.007213157	0.007713499	0.001570048
AT1G19940	0.001119048	-0.018668863	0.009256198	0.000948805
AT1G19950	0	NA	NA	0
AT1G19960	0	NA	NA	0
AT1G19970	0.000625	-0.021096382	0.007713499	0.000534188
AT1G19980	0.000785714	0.001116777	0.007713499	0.000668124
AT1G19990	0.003619048	-0.003271524	0.008999082	0.003141534
AT1G20000	0.000833333	-0.021096382	0.007713499	0.001362928
AT1G20010	0.001031746	0.012223357	0.007713499	0.000902778
AT1G20020	0.003181818	0.00428736	0.012341598	0.002759009
AT1G20030	0.009586466	0.024419573	0.010086883	0.008379338
AT1G20050	0.001043956	-0.007213157	0.007713499	0.000883557
AT1G20060	0.010788177	0.006971583	0.017296936	0.010113596
AT1G20065	0.002142857	0.023329937	0.007713499	0.002083333
AT1G20070	0.001688312	-0.015027585	0.011570248	0.001396048
AT1G20080	0.001517857	2.47E-05	0.009256198	0.001321517
AT1G20090	0.001363636	-0.021096382	0.007713499	0.001116071
AT1G20100	0.00197479	-0.019338349	0.011570248	0.00171183
AT1G20110	0.009503968	0.003315415	0.014085519	0.00861711
AT1G20120	0.005645604	-0.003789547	0.022176309	0.015997024
AT1G20130	0.001386667	-0.000957128	0.017518248	0.003476401
AT1G20132	0.001956522	-0.024709347	0.013884298	0.004589161
AT1G20135	0.00025	-0.021096382	0.007713499	0.000838123
AT1G20140	0.002777778	0.004818971	0.007713499	0.002985264
AT1G20150	0.003881988	-0.004882321	0.010713193	0.005856447
AT1G20160	0.006878882	-0.010730487	0.013998572	0.006160992
AT1G20180	0.000869565	-0.021096382	0.007713499	0.000745951
AT1G20190	0.008285714	-0.003436986	0.013112948	0.007164032
AT1G20200	0.002339901	-0.012663346	0.008484848	0.002172802
AT1G20220	0.004172932	-0.016995176	0.011998776	0.003659019
AT1G20225	0.006020408	-0.004920032	0.009256198	0.005252849
AT1G20230	0.004126984	-0.002335093	0.01014934	0.003572999
AT1G20240	0.003764479	0.012030477	0.013712886	0.007392473
AT1G20260	0.001527094	0.008891383	0.007713499	0.001323429
AT1G20270	0.003739496	-0.021199103	0.011570248	0.003219039
AT1G20280	0	NA	NA	0
AT1G20290	0.004090909	-0.013613876	0.032727273	0.01461039
AT1G20300	0.00921875	0.017713541	0.012855831	0.008011328
AT1G20310	0.009438776	0.009178342	0.02056933	0.00806311
AT1G20320	0.005357143	0.026659507	0.012855831	0.008355615
AT1G20330	0.004591837	-0.003421956	0.012534435	0.00481879
AT1G20340	0	NA	NA	0
AT1G20350	0.001428571	-0.009765889	0.011570248	0.001236682
AT1G20360	0.001587302	-0.015543092	0.007713499	0.001795977
AT1G20370	0.001168831	-0.017129747	0.007713499	0.001055347
AT1G20380	0.005083056	0.017515657	0.009982175	0.004358478
AT1G20400	0.023218391	-0.008681698	0.070909091	0.058914511
AT1G20405	0.007111111	0.001153358	0.010948905	0.005387205
AT1G20410	0.001404762	-0.014445708	0.008999082	0.001216997
AT1G20430	0.005102041	-0.011953278	0.011570248	0.004451567
AT1G20440	0.000666667	-0.021096382	0.007713499	0.000548246
AT1G20450	0.002714286	-0.014542906	0.008999082	0.002753831
AT1G20460	0.003928571	-0.01354272	0.010284665	0.003212617
AT1G20470	0.005982143	0.013634856	0.009641873	0.004747732
AT1G20480	0.003116883	-0.00329053	0.008999082	0.002650177
AT1G20490	0.001851312	-0.006385637	0.015426997	0.007675439
AT1G20500	0.004067055	-0.005561343	0.011998776	0.006054688
AT1G20510	0.001227679	-0.00175769	0.012855831	0.00104738
AT1G20520	0.001153846	-0.023649113	0.011570248	0.001188859
AT1G20530	0.002321429	-0.0106207	0.009115953	0.001981707
AT1G20540	0.031525974	-0.032775476	0.05322314	0.030419041
AT1G20550	0.003095238	0.01288072	0.009427609	0.002636431
AT1G20560	0.001731602	-0.015431135	0.009641873	0.001501502
AT1G20570	0.009818594	-0.027432151	0.024327188	0.011710299
AT1G20575	0.000714286	-0.021096382	0.007713499	0.000590418
AT1G20580	0.004591837	-0.009496855	0.012855831	0.003551136
AT1G20590	0.002472527	0.000334985	0.015426997	0.00499556
AT1G20600	0.016785714	0.007523475	0.044352617	0.016095768
AT1G20610	0.003685714	-0.009103201	0.01114172	0.003302253
AT1G20620	0.002965368	0.003975372	0.010284665	0.002912415
AT1G20630	0.000344828	-0.021096382	0.007713499	0.000295808
AT1G20640	0.000857143	-0.004436513	0.007713499	0.000739645
AT1G20650	0.003279221	-0.016630847	0.012534435	0.002754145
AT1G20670	0.003974359	0.003112811	0.013323316	0.003466897
AT1G20680	0.004598214	-0.013864466	0.014141414	0.004174773
AT1G20683	0.002539683	-0.005498489	0.016326531	0.009329446
AT1G20687	0	NA	NA	0
AT1G20690	0.009285714	0.007402182	0.019283747	0.015928625
AT1G20693	0.006785714	-0.012965945	0.013884298	0.00545977
AT1G20696	0.007232143	-0.0093829	0.012341598	0.005955882
AT1G20700	0.001130952	-0.007213157	0.007713499	0.001647534
AT1G20710	0.005909091	0.013895558	0.017998163	0.005155724
AT1G20720	0.001231203	-0.016424796	0.009493537	0.00116036
AT1G20730	0.006785714	-0.020024544	0.033425161	0.007833113
AT1G20735	0.008035714	0.014652377	0.014024543	0.007790859
AT1G20740	0.005491071	0.012539801	0.018512397	0.004890267
AT1G20750	0.001523109	-0.013079831	0.009366391	0.001407658
AT1G20760	0.00117096	-0.019203057	0.009115953	0.001021242
AT1G20770	0	NA	NA	0
AT1G20780	0.000386905	-0.011840899	0.007713499	0.000337697
AT1G20790	0.003730159	-0.013029217	0.017630854	0.003415698
AT1G20795	0.002085714	-0.003241931	0.008999082	0.001814837
AT1G20800	0.028041475	-0.027284172	0.057150013	0.039749224
AT1G20803	0.000519481	-0.020124612	0.008163265	0.000697715
AT1G20810	0.003846154	-0.024107187	0.012855831	0.003442418
AT1G20816	0.0025	-0.022372748	0.009641873	0.002604167
AT1G20823	0.002727273	-0.022117475	0.009256198	0.003103956
AT1G20830	0.000714286	-0.021096382	0.007713499	0.000625
AT1G20840	0.002288961	-0.019672721	0.011273575	0.001998299
AT1G20850	0.00047619	-0.021096382	0.007713499	0.000408497
AT1G20860	0.001142857	0.002227435	0.007713499	0.001090343
AT1G20870	0.001632653	-0.009196475	0.007713499	0.001436782
AT1G20875	0.00125	-0.021096382	0.007713499	0.001088308
AT1G20880	0.000535714	0.006670067	0.007713499	0.000454545
AT1G20890	0.021558442	-0.006558155	0.050909091	0.027573529
AT1G20900	0.000555556	-0.021096382	0.007713499	0.000467415
AT1G20910	0.001043956	-0.007795035	0.010284665	0.000992063
AT1G20920	0.000836735	-0.019882623	0.008484848	0.000731934
AT1G20923	0.001428571	-0.020124612	0.008163265	0.00127551
AT1G20925	0.000892857	0.004818971	0.007713499	0.001185637
AT1G20930	0.003015873	-0.000114506	0.008999082	0.002505274
AT1G20940	0.003422619	0.01225714	0.008677686	0.005396021
AT1G20950	0.002579365	0.023186694	0.009917355	0.002201897
AT1G20960	0.001192308	-0.015957286	0.008677686	0.001040707
AT1G20970	0.001119929	-0.019937851	0.008741965	0.000970592
AT1G20980	0.003571429	0.00175111	0.010798898	0.003116956
AT1G20990	0.001654135	0.001387045	0.015426997	0.001953125
AT1G21000	0.003928571	-0.000607903	0.010798898	0.003586066
AT1G21010	0.007321429	-0.015678087	0.01446281	0.006072275
AT1G21050	0.000625	-0.021096382	0.007713499	0.000592818
AT1G21060	0.001589862	-0.013015823	0.008815427	0.001602564
AT1G21065	0.001593407	-0.006287609	0.007713499	0.001385703
AT1G21070	0.000678571	-0.007213157	0.007713499	0.000567096
AT1G21080	0.00125	-0.021096382	0.007713499	0.001116071
AT1G21090	0.011326531	-0.002315324	0.018319559	0.009516461
AT1G21100	0.010941558	-0.009271751	0.018512397	0.009581105
AT1G21110	0.015519481	-0.020546754	0.023952443	0.01331328
AT1G21120	0.015628571	-0.014994406	0.023911846	0.016071429
AT1G21130	0.022922078	-0.009708458	0.028418153	0.020331996
AT1G21140	0.002619048	-0.009877846	0.009641873	0.002280265
AT1G21150	0.001507937	-0.000774538	0.009641873	0.001304945
AT1G21160	0.043118712	-0.033584852	0.083471074	0.054856928
AT1G21170	0.001569264	-0.007950554	0.013112948	0.001384433
AT1G21190	0.002285714	0.028883227	0.007713499	0.005102041
AT1G21200	0.009175824	0.007447825	0.015426997	0.008399024
AT1G21210	0.052440476	0.010730705	0.059272147	0.057596154
AT1G21230	0.012613636	0.012419777	0.014258285	0.011026907
AT1G21240	0.041347403	0.008420365	0.044613208	0.038781833
AT1G21245	0.024258242	0.0235776	0.050909091	0.059256487
AT1G21250	0.009545455	-0.00636496	0.023546469	0.009256114
AT1G21270	0.002491694	-0.008138067	0.009641873	0.002131651
AT1G21280	0.001734694	0.002967874	0.007713499	0.001770833
AT1G21310	0.004005102	-0.010985562	0.018319559	0.003785687
AT1G21313	0.03994898	-0.032187726	0.068804408	0.103446017
AT1G21320	0.00462963	0.002537545	0.009641873	0.00443532
AT1G21323	0.034732143	0.015475665	0.043195592	0.061011905
AT1G21326	0.000357143	-0.021096382	0.007713499	0.000304242
AT1G21340	0.000333333	-0.021096382	0.007713499	0.000279374
AT1G21350	0.001	-0.021096382	0.007713499	0.001152833
AT1G21360	0.001813187	-0.01415477	0.007713499	0.001534598
AT1G21370	0.000964286	0.015000002	0.007713499	0.000819971
AT1G21380	5.00E-04	-0.021096382	0.007713499	0.000433168
AT1G21390	0.017761905	0.016629226	0.059779614	0.021126171
AT1G21395	0.009107143	-0.000494954	0.012855831	0.009030963
AT1G21400	0.003548387	-0.006923542	0.009493537	0.003391473
AT1G21410	0.001122449	-0.01415477	0.007713499	0.000952216
AT1G21430	0.001459627	-0.016468641	0.007713499	0.001248937
AT1G21440	0.004081633	-0.016032128	0.02056933	0.004290541
AT1G21450	0.010857143	0.023926318	0.012073302	0.009329405
AT1G21460	0.000357143	-0.021096382	0.007713499	0.000840054
AT1G21470	0.000571429	-0.020124612	0.008163265	0.00087777
AT1G21475	0.005571429	-0.016172842	0.015426997	0.004464286
AT1G21480	0.003359788	-0.002474056	0.01322314	0.002857271
AT1G21500	0.003265306	0.028883227	0.007713499	0.002624672
AT1G21510	0.001616541	-0.002047349	0.010284665	0.001382459
AT1G21520	0	NA	NA	0
AT1G21528	0	NA	NA	0
AT1G21530	0.003877551	-0.008581732	0.012855831	0.003598485
AT1G21540	0.001450216	0.001439617	0.009256198	0.001266636
AT1G21550	0.000555556	-0.021096382	0.007713499	0.000467415
AT1G21560	0.001190476	0.014074454	0.007713499	0.001041667
AT1G21580	0.000450549	-0.018572159	0.007713499	0.00039417
AT1G21590	0.001142857	-0.015543092	0.007713499	0.000990753
AT1G21600	0.000263158	-0.021096382	0.007713499	0.000221631
AT1G21610	0.000243902	-0.021096382	0.007713499	0.000213207
AT1G21620	0.054178571	-0.034456955	0.0876903	0.055111708
AT1G21630	0.000415058	-0.012211118	0.007713499	0.000367748
AT1G21640	0.00047619	-0.019480624	0.012855831	0.000422583
AT1G21650	0.000462963	0.004771591	0.009256198	0.000897989
AT1G21651	0.000502646	0.008909925	0.009256198	0.000974959
AT1G21660	0.005184332	-0.021447368	0.011955923	0.004472805
AT1G21670	0.011258503	-0.008840454	0.022469757	0.010046757
AT1G21680	0.008588435	-0.02469101	0.017998163	0.007451015
AT1G21690	0.002857143	-0.022798203	0.010284665	0.002714581
AT1G21695	0.003846154	-0.006549722	0.010798898	0.003522544
AT1G21700	0.000967262	-0.008403148	0.007713499	0.000842143
AT1G21710	0.00122449	-0.00798943	0.010284665	0.00102459
AT1G21720	0.0025	0.017823001	0.011570248	0.002134146
AT1G21722	0.00122449	0.006670067	0.007713499	0.001379986
AT1G21730	0.004083558	0.024534538	0.011866921	0.003550337
AT1G21738	0	NA	NA	0.002352151
AT1G21740	0.013471178	0.01390605	0.015615131	0.011954993
AT1G21750	0.006642857	0.000582575	0.015426997	0.005789343
AT1G21760	0.005639098	-0.005153055	0.016528926	0.00474924
AT1G21770	0.005714286	0.00970458	0.030853994	0.004464286
AT1G21780	0.004887218	-0.013739544	0.011570248	0.004555301
AT1G21790	0.002016807	-0.006657829	0.007713499	0.001730104
AT1G21810	0.007625483	-0.018393139	0.019283747	0.006541468
AT1G21830	0.000416667	-0.021096382	0.007713499	0.000352254
AT1G21835	0.028142857	-0.024932004	0.064279155	0.041666667
AT1G21840	0.00255102	-0.010607397	0.015426997	0.002161134
AT1G21850	0.000454545	-0.021096382	0.007713499	0.000396286
AT1G21860	0.032770563	-0.030796803	0.049319643	0.029510668
AT1G21864	0.001	-0.021096382	0.007713499	0.000775709
AT1G21866	0.013285714	-0.006515929	0.025711662	0.012743794
AT1G21870	0.00075	-0.021096382	0.007713499	0.001041667
AT1G21880	6.00E-04	-0.021096382	0.007713499	0.00052458
AT1G21890	0.001583851	-0.003325855	0.007713499	0.001362179
AT1G21900	0.001813187	-0.01415477	0.007713499	0.001584101
AT1G21910	0.001153846	-0.021096382	0.007713499	0.00094697
AT1G21920	0.002428571	-0.014703337	0.011019284	0.002118222
AT1G21925	0.009642857	-0.016495804	0.023140496	0.012593284
AT1G21928	0.0075	-0.025224607	0.023140496	0.009794776
AT1G21930	0	NA	NA	0
AT1G21940	0.0009375	-0.021096382	0.007713499	0.002314815
AT1G21950	0.002959184	-0.006287609	0.007713499	0.004442402
AT1G21960	0.008333333	0.009750091	0.015426997	0.008552065
AT1G21970	0.002602041	-0.006107431	0.012855831	0.002222803
AT1G21980	0.000666667	-0.001659868	0.007713499	0.000998858
AT1G21990	0.012397959	0.005132509	0.017456865	0.010863734
AT1G22000	0.011046512	-0.002348902	0.019438017	0.015782148
AT1G22010	0.008730159	0.017028552	0.010284665	0.012152778
AT1G22015	0.006011905	0.005238595	0.011570248	0.00574934
AT1G22020	0.001388889	-0.002510778	0.008999082	0.001215278
AT1G22030	0.0015	-0.022117475	0.009256198	0.00130988
AT1G22040	0.000535714	-0.021096382	0.007713499	0.000831583
AT1G22050	0.000714286	-0.021096382	0.007713499	0.000607639
AT1G22060	0.001315476	-0.00468715	0.008484848	0.001151042
AT1G22065	0	NA	NA	0
AT1G22070	0.001708075	-0.009064254	0.007713499	0.001499782
AT1G22080	0.00320197	-0.01313283	0.01446281	0.004070641
AT1G22090	0.004071429	-0.001536322	0.010606061	0.004044118
AT1G22100	0.013571429	-0.009591058	0.020055096	0.011642157
AT1G22110	0.003883929	-0.001472581	0.010284665	0.003202297
AT1G22120	0.007806122	-0.011010568	0.015880732	0.007227891
AT1G22130	0.003	-0.002144547	0.010284665	0.002604167
AT1G22140	0.00125	-0.021096382	0.007713499	0.000998858
AT1G22150	0.001630037	0.000144704	0.008815427	0.001411086
AT1G22160	0	NA	NA	0
AT1G22170	0.011	0.012540334	0.014240305	0.009577114
AT1G22180	0.002539683	-0.015479117	0.008815427	0.002347884
AT1G22190	0.004333333	0.000890633	0.015426997	0.003618003
AT1G22200	0.004627329	-0.019819583	0.011866921	0.004010551
AT1G22210	0.005714286	-0.006114615	0.012855831	0.004932503
AT1G22220	0.003769841	0.012730492	0.013498623	0.003141534
AT1G22230	0.011031746	-0.00280952	0.016020343	0.009753185
AT1G22240	0.012580645	0.010360642	0.016584022	0.011043689
AT1G22250	0.00202381	0.002967874	0.007713499	0.001914414
AT1G22260	0.005961538	-0.023259949	0.011664315	0.005184442
AT1G22270	0.007142857	-0.024107187	0.012855831	0.006416667
AT1G22275	0.004355742	-0.022189425	0.012284461	0.003780144
AT1G22280	0.000294118	-0.021096382	0.007713499	0.00025857
AT1G22290	0.006593407	-0.004753275	0.016969697	0.014758497
AT1G22300	0	NA	NA	0.00245098
AT1G22310	0.001658986	-0.002849858	0.007713499	0.001633987
AT1G22330	0.002857143	-0.018628535	0.011570248	0.002425799
AT1G22340	0.003227041	-0.00276991	0.016198347	0.005619225
AT1G22360	0.007908163	-0.007274664	0.013284359	0.006850795
AT1G22370	0.014260204	-0.014683618	0.020247934	0.012282986
AT1G22380	0.006724138	-0.004038772	0.014325069	0.008148281
AT1G22400	0.003625776	0.010799675	0.016284053	0.010331284
AT1G22410	0.001889401	-0.018830283	0.008484848	0.00161774
AT1G22420	0.009761905	0.014138143	0.013712886	0.009365863
AT1G22430	0.001024845	-0.01415477	0.007713499	0.000883676
AT1G22440	0.006086957	-0.005788017	0.014024543	0.005800189
AT1G22450	0.000454545	-0.021096382	0.007713499	0.000379774
AT1G22460	0.000865801	-0.015543092	0.007713499	0.00073616
AT1G22470	0.002946429	-0.01354272	0.010284665	0.002338435
AT1G22480	5.00E-04	-0.021096382	0.007713499	0.000833333
AT1G22490	0.006766917	-0.021240829	0.048209366	0.009557206
AT1G22500	0.000909091	0.017776647	0.007713499	0.000763525
AT1G22510	0.000416667	-0.021096382	0.007713499	0.000357435
AT1G22520	0.0015	-0.021096382	0.007713499	0.0021875
AT1G22530	0.001777003	-0.012807138	0.011570248	0.001553363
AT1G22540	0.006341991	-0.021372337	0.01671258	0.005469683
AT1G22550	0.002900433	-0.01659321	0.012341598	0.002470501
AT1G22570	0.002012987	-0.020496721	0.011570248	0.001767792
AT1G22590	0.003095238	0.012223357	0.007713499	0.002477134
AT1G22600	0.015496894	0.007192069	0.016198347	0.01392487
AT1G22610	0.000690867	0.005559409	0.007713499	0.000596683
AT1G22620	0.000383598	-0.006287609	0.007713499	0.000330869
AT1G22630	0.007142857	0.0077462	0.012855831	0.006756757
AT1G22640	0.004809524	0.009380417	0.010284665	0.004077842
AT1G22650	0.004285714	-0.020914176	0.010555314	0.003738318
AT1G22660	0.002519841	0.003008204	0.009427609	0.002303355
AT1G22670	0.011314286	0.019455063	0.012704586	0.009751773
AT1G22680	0.004350649	0.002281489	0.009256198	0.004424283
AT1G22690	0	NA	NA	0
AT1G22700	0.000277778	-0.021096382	0.007713499	0.000245511
AT1G22710	0.000666667	-0.021096382	0.007713499	0.000568551
AT1G22720	0	NA	NA	0
AT1G22730	0.001271777	-0.01492606	0.007713499	0.001106866
AT1G22740	0.000714286	0.006670067	0.007713499	0.000612745
AT1G22750	0.005761905	-0.018589829	0.012341598	0.005490956
AT1G22760	0.004120879	-0.009651105	0.009641873	0.003545764
AT1G22770	0.001040816	-0.012766447	0.007713499	0.000919118
AT1G22780	0	NA	NA	0
AT1G22790	0.001043956	-0.008958789	0.015426997	0.000912058
AT1G22800	0.003831169	-0.016315867	0.010798898	0.003505228
AT1G22810	0.003392857	-0.007213157	0.007713499	0.002729885
AT1G22830	0.000986395	-0.004346947	0.009256198	0.000858191
AT1G22840	0	NA	NA	0
AT1G22850	0.006142857	0.020273824	0.011570248	0.005193237
AT1G22860	0.001767554	-0.003107352	0.00981718	0.001580908
AT1G22870	0.001177249	0.000445372	0.008815427	0.001014314
AT1G22880	0.007660099	-0.018489662	0.013957759	0.006679553
AT1G22882	0.004340659	-0.008971397	0.014240305	0.003734871
AT1G22885	0.005892857	-0.011140108	0.015426997	0.005952381
AT1G22890	0	NA	NA	0
AT1G22900	0.007012987	0.015508475	0.010284665	0.005984043
AT1G22910	0.004142857	-0.003568103	0.010606061	0.005120056
AT1G22920	0.003027211	-0.019713042	0.010284665	0.002589618
AT1G22930	0.001577825	-0.016797063	0.008620969	0.00142631
AT1G22940	0.00016129	-0.021096382	0.007713499	0.00027884
AT1G22950	0.000217391	-0.021096382	0.007713499	0.000508783
AT1G22960	0.002890365	-0.009783198	0.008142026	0.002520862
AT1G22970	0.00047619	-0.021096382	0.007713499	0.000407356
AT1G22980	0.001530612	-0.009989802	0.007713499	0.001492834
AT1G22985	0.003571429	-0.011120371	0.009641873	0.003710938
AT1G22990	0.006031746	0.00609829	0.015426997	0.005174292
AT1G23000	0.001914286	-0.006816494	0.007713499	0.001944058
AT1G23010	0.006953782	0.001006984	0.01446281	0.005924255
AT1G23020	0.014204545	0.014824465	0.017226814	0.013006285
AT1G23030	0.004742063	0.000109435	0.011866921	0.00406131
AT1G23037	0.001111111	-0.026201845	0.015426997	0.001185637
AT1G23040	0.024017857	0.02079111	0.024426079	0.021408046
AT1G23050	0.016825397	0.017932047	0.01446281	0.01408179
AT1G23060	0.009090909	-0.013961508	0.015880732	0.007969035
AT1G23070	0.001904762	-0.008583376	0.010798898	0.00165426
AT1G23080	0.006389961	-0.011684932	0.012033058	0.005633851
AT1G23090	0.00480695	0.000411712	0.009982175	0.004104035
AT1G23100	0.007	-0.027117991	0.017998163	0.006696429
AT1G23110	0.002908163	-0.017620789	0.010798898	0.002384538
AT1G23120	0.006785714	-0.008926815	0.011570248	0.007969799
AT1G23130	0.003571429	-0.008489523	0.009641873	0.003752588
AT1G23140	0.002777778	0.005752862	0.011570248	0.002196285
AT1G23145	0.001	-0.021096382	0.007713499	0.000744048
AT1G23147	0.002285714	-0.020124612	0.008163265	0.002691186
AT1G23150	0.001875	-0.021096382	0.007713499	0.001540493
AT1G23160	0.011092437	-0.024480034	0.020855015	0.009625072
AT1G23170	0.001031746	-0.013115574	0.009256198	0.000879329
AT1G23180	0.0012	-0.008138706	0.007713499	0.001047904
AT1G23190	0.00122449	-0.004436513	0.007713499	0.001070205
AT1G23200	0.005	0.007047701	0.01046832	0.004764851
